Joueur,1stIn,1stWon,2ndWon,SvGms,ace,bpFaced,bpSaved,df,ht,minutes,rank,rank_points,surface_winrate,Toutes,surface_winrate_lastear,svpt,total_games,age,player_url,residence,birthplace,birthdate,turned_pro,weight_kg,backhand,winner,vic_tournoi_A,vic_tournoi_F,vic_tournoi_G,vic_tournoi_M,vic_tournoi_carpet,vic_tournoi_clay,vic_tournoi_grass,vic_tournoi_hard,hand,country,Clay,Grass,Hard
Fernando Verdasco,54,38,14,13,6,7,4,4,188,113,33,1519,0.5271282746712178,0.5289177674483504,0.2478694432182804,81,26,39.2,http://www.atpworldtour.com/en/players/fernando-verdasco/v306/overview,"Doha, Qatar","Madrid, Spain",1983-11-15,2001.0,87.0,Two-Handed Backhand,Fernando Verdasco,6.0,,,,,4.0,,2.0,L,ESP,0.5844594594594594,0.4794520547945205,0.5095238095238095
Filip Krajinovic,48,34,14,12,4,7,4,2,185,104,73,1050,0.4540651998512052,0.472760992350925,0.38133893726728,77,24,30.9,http://www.atpworldtour.com/en/players/filip-krajinovic/kb05/overview,"Monte Carlo, Monaco","Sombor, Serbia",1992-02-27,2008.0,75.0,Two-Handed Backhand,,,,,,,,,,R,SRB,0.4666666666666667,0.0,0.490566037735849
Filippo Volandri,49,31,11,11,1,8,4,2,183,96,65,725,0.3607277417296032,0.3729650140646976,0.0,73,23,34.8,http://www.atpworldtour.com/en/players/filippo-volandri/v254/overview,"Livorno, Italy","Livorno, Italy",1981-09-05,1997.0,73.0,One-Handed Backhand,Filippo Volandri,1.0,,,,,1.0,,,R,ITA,0.4583333333333333,0.2,0.15
Flavio Cipolla,50,31,11,11,1,10,6,4,173,106,110,554,0.3029733183764623,0.3003675387042527,0.2207525730598753,76,23,29.5,http://www.atpworldtour.com/en/players/flavio-cipolla/c723/overview,"Rome, Italy","Rome, Italy",1983-10-20,2003.0,74.0,One-Handed Backhand,,,,,,,,,,R,ITA,0.3333333333333333,0.0,0.3076923076923077
Florent Serra,51,34,16,12,4,9,5,2,180,100,74,701,0.3912783370165786,0.4001972427819256,0.0527787967718268,84,25,32.2,http://www.atpworldtour.com/en/players/florent-serra/s963/overview,"Issy-les-Moulineaux, France","Bordeaux, France",1981-02-28,2000.0,78.0,Two-Handed Backhand,Florent Serra,2.0,,,,,1.0,,1.0,R,FRA,0.4375,0.35,0.4044117647058823
Florian Mayer,46,32,14,12,4,7,4,2,190,93,63,932,0.4383025741534511,0.4596225835505829,0.1976178407699375,75,24,34.7,http://www.atpworldtour.com/en/players/florian-mayer/mb02/overview,"Bayreuth, Germany","Bayreuth, Germany",1983-10-05,2001.0,82.0,Two-Handed Backhand,Florian Mayer,3.0,,,,,2.0,1.0,,R,GER,0.4718309859154929,0.5853658536585366,0.425414364640884
Frances Tiafoe,54,38,18,14,7,8,5,3,188,121,64,1082,0.4428318266998244,0.4092704968490794,0.5123999340318126,89,28,25.0,http://www.atpworldtour.com/en/players/frances-tiafoe/td51/overview,"Orlando, FL, USA","Hyattsville, MD, USA",1998-01-20,2015.0,77.0,Two-Handed Backhand,Frances Tiafoe,1.0,,,,,,,1.0,R,USA,0.3846153846153846,0.4615384615384615,0.408695652173913
Frank Dancevic,48,34,16,13,8,7,4,3,185,96,140,412,0.3285890816011297,0.3196205503897811,0.6245421245421245,79,26,32.8,http://www.atpworldtour.com/en/players/frank-dancevic/d499/overview,"Niagara Falls, Canada","Niagara Falls, Canada",1984-09-26,2003.0,79.0,One-Handed Backhand,,,,,,,,,,R,CAN,0.0,0.4285714285714285,0.2948717948717949
Frederico Gil,48,31,13,12,2,8,5,2,178,105,101,617,0.4048919860627177,0.4126252771618625,0.370791403718233,77,23,27.2,,,,,,,,,,,,,,,,,R,POR,0.4848484848484847,0.25,0.3
Gael Monfils,51,37,15,13,8,6,4,4,193,108,30,1759,0.6160385436817999,0.6200628358656529,0.4574187096713685,81,26,35.9,http://www.atpworldtour.com/en/players/gael-monfils/mc65/overview,Switzerland,"Paris, France",1986-09-01,2004.0,80.0,Two-Handed Backhand,Gael Monfils,11.0,,,,,1.0,,10.0,R,FRA,0.6031746031746031,0.5737704918032787,0.642369020501139
Gaston Gaudio,51,33,15,12,2,9,5,4,175,114,55,1579,0.4898639169472503,0.4877314814814815,0.1040316358024691,81,25,31.1,http://www.atpworldtour.com/en/players/gaston-gaudio/g374/overview,"Buenos Aires, Argentina","Buenos Aires, Argentina",1978-12-09,1996.0,70.0,One-Handed Backhand,Gaston Gaudio,4.0,,,,,4.0,,,R,ARG,0.5797101449275363,,0.4
Gilles Muller,52,41,16,13,14,6,4,4,193,113,56,956,0.4676789900583663,0.4557630934589474,0.3113557973687724,84,27,35.3,http://www.atpworldtour.com/en/players/gilles-muller/ma30/overview,"Reckange-sur-Mess, Luxembourg","Luxembourg City, Luxembourg",1983-05-09,2001.0,89.0,Two-Handed Backhand,Gilles Muller,2.0,,,,,,1.0,1.0,L,LUX,0.2857142857142857,0.4901960784313725,0.4821428571428571
Gilles Simon,47,32,18,12,4,8,5,2,183,112,33,1579,0.5308557701272647,0.5405758192004584,0.4138685620759748,81,25,37.8,http://www.atpworldtour.com/en/players/gilles-simon/sd32/overview,"Neuchatel, Switzerland","Nice, France",1984-12-27,2002.0,70.0,Two-Handed Backhand,Gilles Simon,13.0,,,,,5.0,,8.0,R,FRA,0.5363636363636364,0.5256410256410257,0.5553145336225597
Go Soeda,42,28,16,12,3,7,4,3,178,100,106,552,0.2309630552096305,0.2349885844748858,0.1852511415525114,74,25,35.9,http://www.atpworldtour.com/en/players/go-soeda/sc47/overview,"Tokyo, Japan","Kanagawa, Japan",1984-09-05,2003.0,73.0,Two-Handed Backhand,,,,,,,,,,R,JPN,0.1666666666666666,0.3333333333333333,0.2361111111111111
Grigor Dimitrov,51,37,16,13,7,6,4,4,188,112,34,2003,0.5688074180146845,0.5762199110853573,0.4948674077367718,81,26,31.6,http://www.atpworldtour.com/en/players/grigor-dimitrov/d875/overview,"Monte Carlo, Monaco","Haskovo, Bulgaria",1991-05-16,2008.0,80.0,One-Handed Backhand,Grigor Dimitrov,6.0,1.0,,1.0,,1.0,1.0,6.0,R,BUL,0.5471698113207547,0.5283018867924528,0.5927051671732523
Guido Pella,55,38,15,13,5,8,5,2,185,120,65,940,0.4290928781286541,0.4380526151930262,0.2639921722113503,86,27,31.3,http://www.atpworldtour.com/en/players/guido-pella/pc11/overview,"Buenos Aires, Argentina","Bahia Blanca, Argentina",1990-05-17,2007.0,83.0,Two-Handed Backhand,Guido Pella,1.0,,,,,1.0,,,L,ARG,0.5454545454545454,0.2,0.3625
Guillermo Canas,44,31,17,12,5,7,4,2,185,116,40,1191,0.5227454838234543,0.6779201995059176,0.2896299657188949,76,24,31.3,http://www.atpworldtour.com/en/players/guillermo-canas/c433/overview,"Buenos Aires, Argentina","Buenos Aires, Argentina",1977-11-25,1995.0,86.0,Two-Handed Backhand,Guillermo Canas,1.0,,,,,1.0,,,R,ARG,0.6764705882352942,0.6,0.7368421052631579
Guillermo Coria,52,35,14,13,3,9,5,6,175,118,48,1773,0.5107452401250355,0.4078719723183391,0.1678104575163398,83,26,26.3,http://www.atpworldtour.com/en/players/guillermo-coria/c524/overview,"Venado Tuerto, Argentina","Rufino, Argentina",1982-01-13,2000.0,69.0,Two-Handed Backhand,Guillermo Coria,2.0,,,,,2.0,,,R,ARG,0.6764705882352942,0.0,0.0
Guillermo Garcia Lopez,48,33,16,12,4,8,5,4,188,113,62,840,0.4257267213178255,0.4342012927163625,0.2474302159409986,81,25,36.2,,,,,,,,Guillermo Garcia Lopez,5.0,,,,,3.0,,2.0,R,ESP,0.4851485148514851,0.4583333333333333,0.3888888888888889
Henri Laaksonen,50,34,17,13,5,8,5,4,185,109,141,473,0.3269427062530511,0.3303571428571428,0.3099548440065681,85,26,30.4,http://www.atpworldtour.com/en/players/henri-laaksonen/l949/overview,"Glattpark, Switzerland","Lohja, Finland",1992-03-31,2009.0,78.0,Two-Handed Backhand,,,,,,,,,,R,SUI,0.3333333333333333,0.0,0.3333333333333333
Horacio Zeballos,50,35,16,13,5,7,4,3,188,108,74,729,0.3507803442405623,0.334527278614214,0.3118226600985221,81,25,33.3,http://www.atpworldtour.com/en/players/horacio-zeballos/z184/overview,"Buenos Aires, Argentina","Mar del Plata, Argentina",1985-04-27,2003.0,83.0,One-Handed Backhand,Horacio Zeballos,2.0,,,,,2.0,,,L,ARG,0.3380281690140845,0.1111111111111111,0.3636363636363636
Hubert Hurkacz,54,40,16,14,10,6,4,3,196,116,43,2039,0.5238543353849476,0.4334026203073822,0.6011531805704738,86,27,25.9,,,,,,,,Hubert Hurkacz,4.0,,,1.0,,,1.0,4.0,R,POL,0.3333333333333333,0.5,0.4444444444444444
Hyeon Chung,46,32,14,12,3,7,4,3,188,113,70,943,0.4845403984842928,0.3523006424792139,0.3901595318261984,75,24,23.4,http://www.atpworldtour.com/en/players/hyeon-chung/ch27/overview,"Suwon, South Korea","Suwon, South Korea",1996-05-19,2014.0,87.0,Two-Handed Backhand,Hyeon Chung,,1.0,,,,,,1.0,R,KOR,0.375,0.0,0.3571428571428571
Hyung Taik Lee,53,36,16,13,3,8,4,2,180,109,64,636,0.3925592258925592,0.3600276953630306,0.3126650459983793,84,28,33.0,,,,,,,,,,,,,,,,,R,KOR,0.1666666666666666,0.4444444444444444,0.4054054054054054
Igor Andreev,51,36,16,13,5,6,4,3,185,113,59,921,0.4754470245445639,0.5107441966174352,0.3099666711265262,82,26,29.9,http://www.atpworldtour.com/en/players/igor-andreev/a511/overview,"Moscow, Russia","Moscow, Russia",1983-07-14,2002.0,80.0,Two-Handed Backhand,Igor Andreev,4.0,,,,1.0,3.0,,,R,RUS,0.5238095238095238,0.3684210526315789,0.488
Igor Kunitsyn,46,30,15,12,3,8,5,2,180,101,85,666,0.3523869433753154,0.3374567419560417,0.0649305555555555,76,24,31.4,http://www.atpworldtour.com/en/players/igor-kunitsyn/k403/overview,"Vladivostok, Russia","Vladivostok, Russia",1981-09-30,1999.0,75.0,,Igor Kunitsyn,1.0,,,,,,,1.0,R,RUS,0.2941176470588235,0.2777777777777778,0.3877551020408163
Igor Sijsling,48,35,16,12,8,7,4,2,190,95,91,625,0.3361690434674305,0.3709707962571481,0.251320084485407,80,26,28.9,http://www.atpworldtour.com/en/players/igor-sijsling/sf36/overview,"Hoogstraten, Belgium","Amsterdam, Netherlands",1987-08-18,2006.0,85.0,One-Handed Backhand,,,,,,,,,,R,NED,0.3157894736842105,0.4117647058823529,0.3793103448275862
Illya Marchenko,49,34,17,13,5,8,5,4,185,117,108,561,0.3487655981067126,0.3573145395434552,0.2607035283993115,83,27,34.1,http://www.atpworldtour.com/en/players/illya-marchenko/me89/overview,"Donetsk, Ukraine","Dneprodzerzhinsk, Ukraine",1987-09-08,2006.0,82.0,Two-Handed Backhand,,,,,,,,,,R,UKR,0.1333333333333333,0.3333333333333333,0.4090909090909091
Ilya Ivashka,51,36,15,13,6,7,4,3,193,118,88,790,0.4744546816637609,0.2779573051312182,0.5311404632056806,82,26,28.9,http://www.atpworldtour.com/en/players/ilya-ivashka/i305/overview,"Minsk, Belarus","Minsk, Belarus",1994-02-24,2013.0,83.0,Two-Handed Backhand,Ilya Ivashka,1.0,,,,,,,1.0,R,BLR,0.0,0.5,0.3333333333333333
Ivan Dodig,47,33,16,12,8,7,4,3,183,109,80,784,0.4141181377742341,0.4298633438230085,0.2996280697649479,79,25,32.5,http://www.atpworldtour.com/en/players/ivan-dodig/d646/overview,"Freeport, Bahamas","Medjugorje, Bosnia-Herzegovina",1985-01-02,2004.0,83.0,Two-Handed Backhand,Ivan Dodig,1.0,,,,,,,1.0,R,CRO,0.3404255319148936,0.56,0.4444444444444444
Ivan Ljubicic,49,38,17,13,12,5,4,2,193,114,20,1834,0.6050154225639952,0.6300941084906734,0.4421159807413269,82,27,32.9,http://www.atpworldtour.com/en/players/ivan-ljubicic/l360/overview,"Monte Carlo, Monaco","Banja Luka, Bosnia-Herzegovin",1979-03-19,1998.0,92.0,One-Handed Backhand,Ivan Ljubicic,8.0,,,1.0,1.0,1.0,,7.0,R,CRO,0.5873015873015873,0.5,0.6416184971098265
Ivo Karlovic,56,46,15,14,20,4,3,3,208,109,55,1045,0.5142773784253721,0.5202769510833367,0.204778043593833,85,29,42.3,http://www.atpworldtour.com/en/players/ivo-karlovic/k336/overview,"Miami, FL, USA; Grand Bahama","Zagreb, Croatia",1979-02-28,2000.0,104.0,One-Handed Backhand,Ivo Karlovic,7.0,,,,,,3.0,4.0,R,CRO,0.4302325581395348,0.6404494382022472,0.518005540166205
Ivo Minar,46,31,16,12,5,7,4,2,183,94,101,508,0.2922193336162988,0.2872889460493338,0.3419834307992202,78,25,28.3,http://www.atpworldtour.com/en/players/ivo-minar/ma41/overview,"Prague, Czech Republic","Prague, Czech Republic",1984-05-21,2002.0,85.0,,,,,,,,,,,R,CZE,0.2857142857142857,0.0,0.3684210526315789
Jack Sock,49,36,18,13,7,7,4,4,185,112,73,1255,0.5250900692581295,0.5403829486408507,0.1849038461538461,83,27,30.3,http://www.atpworldtour.com/en/players/jack-sock/sm25/overview,"Kansas City, KS, USA","Lincoln, NE, USA",1992-09-24,2011.0,84.0,Two-Handed Backhand,Jack Sock,2.0,,,1.0,,1.0,,2.0,R,USA,0.5510204081632653,0.5789473684210525,0.5339805825242718
James Blake,48,35,18,13,6,7,4,3,185,100,41,1526,0.5819162580718418,0.606351872588816,0.3580958323659159,83,27,33.6,http://www.atpworldtour.com/en/players/james-blake/b676/overview,"Westport, Connecticut","Yonkers, New York, USA",1979-12-28,1999.0,83.0,One-Handed Backhand,James Blake,9.0,,,,,,,9.0,R,USA,0.5,0.5161290322580645,0.6535433070866141
James Duckworth,51,36,20,14,8,8,5,3,183,116,147,596,0.33622975603618,0.2857378129117259,0.3285337850555241,90,28,30.6,http://www.atpworldtour.com/en/players/james-duckworth/d994/overview,"Sydney, Australia","Sydney, Australia",1992-01-21,2010.0,82.0,Two-Handed Backhand,,,,,,,,,,R,AUS,0.2,0.25,0.3
Jan Hajek,45,29,12,11,3,8,4,2,180,90,101,528,0.2820144043831742,0.2579617031997984,0.2262755102040816,73,23,29.9,http://www.atpworldtour.com/en/players/jan-hajek/h571/overview,"Olomouc, Czech Republic","Olomouc, Czech Republic",1983-08-07,2000.0,80.0,Two-Handed Backhand,,,,,,,,,,R,CZE,0.3703703703703703,0.0,0.1428571428571428
Jan Hernych,54,36,15,13,3,9,5,2,190,106,112,514,0.3383710598864051,0.3412168253589061,0.1255972288580984,85,26,36.0,http://www.atpworldtour.com/en/players/jan-hernych/h442/overview,"Prague, Czech Republic","Prague, Czech Republic",1979-07-07,1998.0,83.0,Two-Handed Backhand,,,,,,,,,,R,CZE,0.2666666666666666,0.4642857142857143,0.296875
Jan Lennard Struff,48,35,18,13,9,7,4,4,193,106,62,950,0.4241440753468244,0.4357096431611875,0.2418386243386243,83,26,32.7,,,,,,,,,,,,,,,,,R,GER,0.4102564102564102,0.3870967741935484,0.4585987261146497
Janko Tipsarevic,47,34,18,13,7,7,4,3,180,117,70,1383,0.4866008909557991,0.4895659909132878,0.3687874251497006,82,27,35.3,http://www.atpworldtour.com/en/players/janko-tipsarevic/t742/overview,"Belgrade, Serbia","Belgrade, Serbia",1984-06-22,2002.0,80.0,Two-Handed Backhand,Janko Tipsarevic,6.0,,,,,3.0,,3.0,R,SRB,0.4411764705882353,0.4821428571428571,0.518796992481203
Jannik Sinner,50,35,17,13,5,7,4,2,188,121,40,2178,0.6426702551705523,0.47396331738437,0.6805526461596785,82,26,21.4,,,,,,,,Jannik Sinner,5.0,1.0,,,,1.0,,5.0,R,ITA,0.25,0.0,0.6060606060606061
Jared Donaldson,43,31,20,13,6,7,4,4,188,109,89,706,0.3973874495839541,0.2450510855683269,0.3918821839080459,81,26,22.3,http://www.atpworldtour.com/en/players/jared-donaldson/dc58/overview,"Irvine, CA, USA","Providence, RI, USA",1996-10-09,2014.0,75.0,Two-Handed Backhand,,,,,,,,,,R,USA,0.0,0.0,0.3333333333333332
Jarkko Nieminen,53,36,14,13,3,7,4,2,185,102,48,963,0.4615648047184902,0.4716499916587549,0.3009363276927644,82,26,34.2,http://www.atpworldtour.com/en/players/jarkko-nieminen/n289/overview,"Masku, Finland","Masku, Finland",1981-07-23,2000.0,78.0,Two-Handed Backhand,Jarkko Nieminen,2.0,,,,,,,2.0,L,FIN,0.4183673469387755,0.4,0.5018867924528302
Jaume Munar,54,37,14,13,4,9,5,3,183,125,100,724,0.3252882677503551,0.2956786107403507,0.2513733293171294,85,26,25.6,http://www.atpworldtour.com/en/players/jaume-munar/mu94/overview,"Barcelona, Spain","Santanyi, Spain",1997-05-05,2014.0,78.0,Two-Handed Backhand,,,,,,,,,,R,ESP,0.3947368421052631,0.0,0.1904761904761904
Jeremy Chardy,50,36,16,13,8,7,4,4,188,109,55,983,0.4580164919093595,0.453823524829223,0.1729371386254237,82,26,34.5,http://www.atpworldtour.com/en/players/jeremy-chardy/ca12/overview,"Liege, Belgium","Pau, France",1987-02-12,2005.0,75.0,Two-Handed Backhand,Jeremy Chardy,1.0,,,,,1.0,,,R,FRA,0.4817073170731707,0.4528301886792453,0.4366197183098591
Jerzy Janowicz,54,40,16,14,9,7,4,5,203,112,71,1067,0.5104795198832266,0.531850160662946,0.359533231861999,86,29,26.9,http://www.atpworldtour.com/en/players/jerzy-janowicz/j397/overview,"Lodz, Poland","Lodz, Poland",1990-11-13,2007.0,94.0,Two-Handed Backhand,,,,,,,,,,R,POL,0.3666666666666666,0.6666666666666666,0.5555555555555556
Jiri Vesely,53,39,15,13,8,7,4,4,198,115,69,793,0.3992620403694732,0.4046340125854036,0.3709889647389647,84,27,28.9,http://www.atpworldtour.com/en/players/jiri-vesely/v708/overview,"Ras Al Khaimah, UAE","Pribram, Czech Republic",1993-07-10,2009.0,92.0,Two-Handed Backhand,Jiri Vesely,2.0,,,,,,,2.0,L,CZE,0.4418604651162791,0.6206896551724138,0.3076923076923077
Jo-Wilfried Tsonga,51,40,17,13,10,5,4,2,188,112,26,2602,0.6412248905248348,0.6420099723018793,0.1470192545265363,83,27,36.9,http://www.atpworldtour.com/en/players/jo-wilfried-tsonga/t786/overview,"Gingins, Switzerland","Le Mans, France",1985-04-17,2004.0,91.0,Two-Handed Backhand,Jo-Wilfried Tsonga,16.0,,,2.0,,1.0,,17.0,R,FRA,0.6060606060606061,0.6666666666666666,0.6628175519630485
Joao Sousa,49,34,15,12,4,8,4,2,185,109,62,903,0.3967254280362102,0.412554472366753,0.3167064177426871,81,26,33.7,http://www.atpworldtour.com/en/players/joao-sousa/sh90/overview,"Barcelona, Spain","Guimaraes, Portugal",1989-03-30,2008.0,74.0,Two-Handed Backhand,Joao Sousa,4.0,,,,,1.0,,3.0,R,POR,0.4297520661157025,0.3103448275862069,0.417910447761194
John Isner,60,48,15,14,18,4,3,2,206,117,30,1903,0.5866191497543094,0.5880670239361634,0.5850092559769979,89,30,37.3,http://www.atpworldtour.com/en/players/john-isner/i186/overview,"Tampa, FL, USA","Greensboro, NC, USA",1985-04-26,2007.0,108.0,Two-Handed Backhand,John Isner,14.0,,,1.0,,1.0,4.0,10.0,R,USA,0.5299145299145299,0.6140350877192983,0.6
John Millman,52,36,17,13,4,8,4,2,183,117,76,886,0.4135516801766797,0.4278394164947837,0.3890050823313535,85,27,33.0,http://www.atpworldtour.com/en/players/john-millman/mh30/overview,"Brisbane, Australia","Brisbane, Australia",1989-06-14,2006.0,79.0,Two-Handed Backhand,John Millman,1.0,,,,,,,1.0,R,AUS,0.3809523809523809,0.3809523809523809,0.448
Jonas Bjorkman,50,34,16,13,4,9,5,3,183,111,75,584,0.3281760290148448,0.3505971659919028,0.3111675824175823,84,26,36.5,http://www.atpworldtour.com/en/players/jonas-bjorkman/b446/overview,"Stockholm, Sweden","Vaxjo, Sweden",1972-03-23,1991.0,83.0,Two-Handed Backhand,Jonas Bjorkman,1.0,,,,1.0,,,,R,SWE,0.0,0.6,0.3157894736842105
Jordan Thompson,53,37,16,13,6,8,5,2,183,123,76,799,0.3978365543041365,0.3877769695742046,0.4777068809326874,85,27,28.3,http://www.atpworldtour.com/en/players/jordan-thompson/tc61/overview,"Sydney, Australia","Sydney, Australia",1994-04-20,2013.0,73.0,Two-Handed Backhand,,,,,,,,,,R,AUS,0.3571428571428571,0.3684210526315789,0.4025974025974026
Jose Acasuso,43,30,18,12,6,7,4,3,190,106,49,858,0.4854341736694678,0.4699848580547201,0.5497198879551821,76,24,28.3,http://www.atpworldtour.com/en/players/jose-acasuso/a389/overview,"Buenos Aires, Argentina","Posadas-Misiones, Argentina",1982-10-20,1999.0,86.0,One-Handed Backhand,Jose Acasuso,1.0,,,,,1.0,,,R,ARG,0.5816326530612245,,0.3414634146341463
Juan Carlos Ferrero,52,36,14,12,4,7,4,2,183,113,40,1175,0.5781551735055724,0.5822864548481084,0.3992946498930542,79,26,32.6,http://www.atpworldtour.com/en/players/juan-carlos-ferrero/f316/overview,"Villena, Spain","Onteniente, Spain",1980-02-12,1998.0,73.0,Two-Handed Backhand,Juan Carlos Ferrero,5.0,,,,,5.0,,,R,ESP,0.6440677966101694,0.6296296296296297,0.5045871559633027
Juan Ignacio Chela,50,33,16,12,2,8,5,3,190,115,48,977,0.4708472431053062,0.4624658870974272,0.3317711805921091,81,25,32.8,http://www.atpworldtour.com/en/players/juan-ignacio-chela/c514/overview,"Buenos Aires, Argentina","Buenos Aires, Argentina",1979-08-30,1998.0,75.0,Two-Handed Backhand,Juan Ignacio Chela,4.0,,,,,4.0,,,R,ARG,0.5,0.2,0.4487179487179487
Juan Martin del Potro,49,37,15,13,8,5,3,2,198,117,52,2650,0.699539450706429,0.6903299956771336,0.6505510571300046,78,26,30.6,http://www.atpworldtour.com/en/players/juan-martin-del-potro/d683/overview,"Tandil, Argentina","Tandil, Argentina",1988-09-23,2005.0,97.0,Two-Handed Backhand,Juan Martin del Potro,19.0,,1.0,1.0,,4.0,,17.0,R,ARG,0.6788990825688074,0.6590909090909091,0.7021943573667712
Juan Monaco,51,34,13,12,2,7,4,2,185,111,47,1137,0.5248391762327793,0.5356325167453568,0.3745956237666163,78,25,32.5,http://www.atpworldtour.com/en/players/juan-monaco/ma21/overview,"Buenos Aires, Argentina","Tandil, Argentina",1984-03-29,2002.0,81.0,Two-Handed Backhand,Juan Monaco,9.0,,,,,8.0,,1.0,R,ARG,0.605072463768116,0.3636363636363636,0.4363636363636363
Julien Benneteau,51,36,14,13,6,7,4,3,185,111,72,847,0.4559232341256942,0.4409852167417943,0.4522766171374893,81,26,36.6,http://www.atpworldtour.com/en/players/julien-benneteau/b747/overview,"Boulogne-Billancourt, France","Bourg-en-Bresse, France",1981-12-20,2000.0,79.0,Two-Handed Backhand,,,,,,,,,,R,FRA,0.4,0.4406779661016949,0.4746376811594203
Jurgen Melzer,50,34,16,12,5,7,4,3,183,105,50,1173,0.4897483994872863,0.4860267057778215,0.6691393912161487,81,26,37.4,http://www.atpworldtour.com/en/players/jurgen-melzer/m762/overview,"Deutsch-Wagram, Austria","Vienna, Austria",1981-05-22,1999.0,81.0,Two-Handed Backhand,Jurgen Melzer,4.0,,,,,1.0,,3.0,L,AUT,0.5032258064516129,0.4857142857142856,0.4866920152091254
Karen Khachanov,53,39,17,13,8,7,4,3,198,118,43,1685,0.5166623821819334,0.5120642412936759,0.5017701974371667,86,27,26.6,http://www.atpworldtour.com/en/players/karen-khachanov/ke29/overview,"Dubai, United Arab Emirates","Moscow, Russia",1996-05-21,2013.0,88.0,Two-Handed Backhand,Karen Khachanov,3.0,,,1.0,,,,4.0,R,RUS,0.5294117647058824,0.6666666666666666,0.4832214765100671
Kei Nishikori,50,35,17,13,3,7,4,3,178,115,30,2786,0.6477172148060284,0.6535392490124252,0.5624147352174182,81,26,31.6,http://www.atpworldtour.com/en/players/kei-nishikori/n552/overview,"Bradenton, FL, USA","Shimane, Japan",1989-12-29,2007.0,75.0,Two-Handed Backhand,Kei Nishikori,12.0,,,,,2.0,,10.0,R,JPN,0.6935483870967742,0.5471698113207547,0.6547945205479452
Kevin Anderson,54,42,16,14,13,5,4,3,203,118,40,1636,0.5654035589141714,0.5767097393609608,0.3533764032391034,84,28,35.7,http://www.atpworldtour.com/en/players/kevin-anderson/a678/overview,"Gulf Stream, FL, USA","Johannesburg, South Africa",1986-05-18,2007.0,93.0,Two-Handed Backhand,Kevin Anderson,6.0,,,,,,,6.0,R,RSA,0.5053763440860215,0.5666666666666667,0.5962059620596206
Kevin Kim,45,32,15,12,5,8,4,4,180,94,98,519,0.2762472984079632,0.2492770387507229,0.3819776714513556,79,25,32.0,http://www.atpworldtour.com/en/players/kevin-kim/k358/overview,"Newport Coast, CA, U.S.A.","Torrance, CA, U.S.A.",1978-07-26,1997.0,75.0,One-Handed Backhand,,,,,,,,,,R,USA,0.0,0.1428571428571428,0.3076923076923077
Kristof Vliegen,48,33,15,12,6,7,4,2,193,103,86,627,0.3949540741131707,0.4246384166366083,0.2467429722176558,79,26,27.9,http://www.atpworldtour.com/en/players/kristof-vliegen/v309/overview,"Maaseik, Belgium","Maaseik, Belgium",1982-06-22,2001.0,75.0,Two-Handed Backhand,,,,,,,,,,R,BEL,0.4358974358974359,0.3571428571428571,0.4081632653061224
Kyle Edmund,48,35,17,13,6,7,4,3,188,110,69,1124,0.4779352445394112,0.4913483847068686,0.0499999999999999,81,26,28.0,http://www.atpworldtour.com/en/players/kyle-edmund/e831/overview,"Beverley, Great Britain","Johannesburg, South Africa",1995-01-08,2012.0,83.0,Two-Handed Backhand,Kyle Edmund,2.0,,,,,,,2.0,R,GBR,0.5365853658536586,0.2142857142857142,0.5251798561151079
Laslo Djere,51,35,16,13,6,8,5,4,188,120,72,920,0.4434343381301088,0.4004055519410106,0.3911421397827423,84,26,27.3,http://www.atpworldtour.com/en/players/laslo-djere/db63/overview,"Senta, Serbia","Senta, Serbia",1995-06-02,2013.0,80.0,Two-Handed Backhand,Laslo Djere,2.0,,,,,2.0,,,R,SRB,0.5849056603773585,0.0,0.1724137931034483
Leonardo Mayer,50,37,17,13,6,6,4,4,188,117,63,876,0.4496175003007078,0.4648106325022352,0.2280725251825415,82,27,33.2,http://www.atpworldtour.com/en/players/leonardo-mayer/md56/overview,"Buenos Aires, Argentina","Corrientes, Argentina",1987-05-15,2003.0,80.0,One-Handed Backhand,Leonardo Mayer,2.0,,,,,2.0,,,R,ARG,0.5126050420168067,0.4444444444444444,0.4186046511627907
Lleyton Hewitt,49,35,21,14,7,7,4,4,180,121,52,1360,0.5833770916382859,0.6150766116394139,0.2409400977869801,87,28,34.2,http://www.atpworldtour.com/en/players/lleyton-hewitt/h432/overview,"Melbourne, Australia","Adelaide, Australia",1981-02-24,1998.0,77.0,Two-Handed Backhand,Lleyton Hewitt,6.0,,,,,,3.0,3.0,R,AUS,0.6,0.6901408450704225,0.5873015873015873
Lloyd Harris,52,39,13,13,10,6,4,2,193,113,78,930,0.4316246173595339,0.3461128048780487,0.4709935897435897,81,27,25.8,,,,,,,,,,,,,,,,,R,RSA,0.25,0.0,0.4146341463414634
Lorenzo Musetti,51,34,14,12,3,7,4,2,185,112,70,1039,0.4549313858184825,0.0,0.4952329749103942,77,25,20.7,,,,,,,,Lorenzo Musetti,2.0,,,,,1.0,,1.0,R,ITA,0.0,0.0,0.0
Lorenzo Sonego,52,38,14,13,6,6,4,2,191,121,58,1228,0.4606842687730281,0.4460721922411159,0.4734972677595629,81,26,27.3,http://www.atpworldtour.com/en/players/lorenzo-sonego/su87/overview,,"Torino, Italy",1995-05-11,,73.0,Two-Handed Backhand,Lorenzo Sonego,3.0,,,,,1.0,1.0,1.0,R,ITA,0.5,0.5714285714285714,0.3571428571428571
